art-work.birthYear,art-work.accession-id,art-work.image-URL,art-work.collection,art-work.copyright,art-work.type,art-work.url,art-work.title,art-work.nationality,art-work.when-acquired,art-work.dimensions,art-work.birthPlaceCity,art-work.artistName,art-work.credit,art-work.birthPlaceState,art-work.keywords,art-work.deathPlaceState,art-work.deathYear,art-work.deathPlaceCity
1951,2003.306.A.208,http://www.sfmoma.org/images/artwork/medium/2003.306.A.208_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114527,"L.S.P. 54, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.249,http://www.sfmoma.org/images/artwork/medium/2003.306.A.249_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114568,"L.S.P. 55, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.180,http://www.sfmoma.org/images/artwork/medium/2003.306.A.180_04_b02.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114499,"L.S.P. 56, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.257,http://www.sfmoma.org/images/artwork/medium/2003.306.A.257_01_b02.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114576,"L.S.P. 57, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.263,http://www.sfmoma.org/images/artwork/medium/2003.306.A.263_01_b04.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114582,"L.S.P. 6, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.174,http://www.sfmoma.org/images/artwork/medium/2003.306.A.174_04_b02.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114493,"L.S.P. 60, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.207,,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114526,"L.S.P. 61, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,men,,,
1951,2003.306.A.206,http://www.sfmoma.org/images/artwork/medium/2003.306.A.206_04_b02.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114525,"L.S.P. 61, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.183,http://www.sfmoma.org/images/artwork/medium/2003.306.A.183_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114502,"L.S.P. 62, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.193,http://www.sfmoma.org/images/artwork/medium/2003.306.A.193_01_b04.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114512,"L.S.P. 63, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.280,http://www.sfmoma.org/images/artwork/medium/2003.306.A.280_04_b02.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114599,"L.S.P. 64, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.259,http://www.sfmoma.org/images/artwork/medium/2003.306.A.259_01_b04.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114578,"L.S.P. 65, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.260,http://www.sfmoma.org/images/artwork/medium/2003.306.A.260_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114579,"L.S.P. 66, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.68,http://www.sfmoma.org/images/artwork/medium/2003.306.A.68_01_b02.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114357,"L.S.P. 68, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.268,http://www.sfmoma.org/images/artwork/medium/2003.306.A.268_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114587,"L.S.P. 69, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.261,http://www.sfmoma.org/images/artwork/medium/2003.306.A.261_01_b04.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114580,"L.S.P. 7, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.278,http://www.sfmoma.org/images/artwork/medium/2003.306.A.278_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114597,"L.S.P. 70, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.267,http://www.sfmoma.org/images/artwork/medium/2003.306.A.267_01_b02.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114586,"L.S.P. 71, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.20,http://www.sfmoma.org/images/artwork/medium/2003.306.A.20_01_b02.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114308,"L.S.P. 75, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.178,http://www.sfmoma.org/images/artwork/medium/2003.306.A.178_01_b02.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114497,"L.S.P. 76, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.177,http://www.sfmoma.org/images/artwork/medium/2003.306.A.177_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114496,"L.S.P. 77, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.224,http://www.sfmoma.org/images/artwork/medium/2003.306.A.224_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114543,"L.S.P. 78, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.196,http://www.sfmoma.org/images/artwork/medium/2003.306.A.196_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114515,"L.S.P. 8, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.230,http://www.sfmoma.org/images/artwork/medium/2003.306.A.230_01_b04.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114549,"L.S.P. 81, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.201,http://www.sfmoma.org/images/artwork/medium/2003.306.A.201_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114520,"L.S.P. 82, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.220,http://www.sfmoma.org/images/artwork/medium/2003.306.A.220_01_b04.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114539,"L.S.P. 84 , from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.229,http://www.sfmoma.org/images/artwork/medium/2003.306.A.229_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114548,"L.S.P. 85, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.242,http://www.sfmoma.org/images/artwork/medium/2003.306.A.242_01_b02.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114561,"L.S.P. 86, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.221,http://www.sfmoma.org/images/artwork/medium/2003.306.A.221_01_b04.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114540,"L.S.P. 87, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.231,http://www.sfmoma.org/images/artwork/medium/2003.306.A.231_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114550,"L.S.P. 88, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.235,http://www.sfmoma.org/images/artwork/medium/2003.306.A.235_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114554,"L.S.P. 89, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.277,http://www.sfmoma.org/images/artwork/medium/2003.306.A.277_01_b04.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114596,"L.S.P. 9, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
1951,2003.306.A.245,http://www.sfmoma.org/images/artwork/medium/2003.306.A.245_03_b03.jpg,SFMOMA,Deborah Luster,photograph,http://www.sfmoma.org/explore/collection/artwork/114564,"L.S.P. 90, from the series One Big Self: Prisoners of Louisiana",American,2003,12.7 cm x 10.16 cm,Bend,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",Oregon,,,,
